1.    In which part of Bangladesh do you live?,2.    What is your age group?,3.    What is your occupation?,"4. How would you describe your overall mood and outlook on life compared to before the COVID-19 pandemic? (Scale 1-5, 1=Worst, 5=Best)",5. Has the pandemic impacted your sense of hope and optimism for the future? ,6. Do you feel more anxious or stressed than before the pandemic? ,7. Have you experienced any feelings of isolation or loneliness as a result of the pandemic? ,8. Has your income or financial situation changed significantly since the pandemic began? ,"9. If yes, has your income?",10. Have you had to make any major changes to your spending habits due to the pandemic? ,11. Are you concerned about your ability to afford basic necessities like food and housing? ,12. Has the pandemic affected your daily routines and activities?,13. Have you made any significant changes to your work or education due to the pandemic? ,14. Have you participated in any new hobbies or activities as a result of the pandemic? ,15. Have you received any government assistance or financial support during the pandemic? ,"16. How satisfied are you with the government's response to the pandemic? (Scale 1-5, 1=Very Unsatisfied, 5=Very Satisfied)",17. How much do you know about the Russia-Ukraine war?,"18. How do you feel about the Russia-Ukraine war overall?   (Scale 1-5, 1=Worst, 5=Best)","19.  How worried are you about the potential economic impact of the Russia-Ukraine war on Bangladesh?(Scale 1-5, 1=Worst, 5=Best)",20. Do you feel that the war has made you more anxious or stressed about the future? ,21. Have you noticed any changes in the prices of goods or services in your daily life? ,22. Has your income or financial situation changed since the beginning of the war? ,23. Have you made any changes to your spending habits due to the war? ,24. Do you expect the war to have a long-term impact on the Bangladeshi economy? ,25. Have you taken any steps to prepare for potential economic hardship due to the war? ,"26. How confident are you in the government's ability to manage the economic impact of the war? (Scale 1-5, 1=Worst, 5=Best)","27. Due to israel-hamas conflict, what do you think we may lose?",28. Do you think this war can increase our inflation rate in Bangladesh? ,29. Do you approve of the current state of the war?,"30. Are you happy with COVID-19, RUSSIA-UKRAINE WAR, AND ISRAEL-HAMAS CONFLICTS respecting future or current Bangladeshi economic concerns?"
Sylhet,18-25,Others,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,4,Somewhat Informed,3,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Dhaka,46-55,Others,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,3,Much Informed,3,3,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Barisal,Less than 18,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,1,Not very informed,3,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Barisal,Less than 18,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Not very informed,3,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Rajshahi,36-45,Student,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,4,Not informed at all,2,5,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Rangpur,36-45,Business,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,1,Somewhat Informed,3,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Barisal,36-45,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,3,Much Informed,3,1,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Chattogram,More than 55,Others,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,3,Not very informed,3,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Chattogram,36-45,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Not informed at all,4,5,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Chattogram,Less than 18,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Somewhat Informed,2,2,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Dhaka,Less than 18,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Somewhat Informed,4,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Khulna,26-35,Student,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,1,Not informed at all,1,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Dhaka,26-35,Student,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,1,Much Informed,1,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Khulna,46-55,Student,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,2,Not informed at all,1,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Mymensingh,Less than 18,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,4,Somewhat Informed,4,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Khulna,46-55,Government Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,2,Not informed at all,5,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Sylhet,18-25,Government Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,2,Much Informed,5,2,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Barisal,More than 55,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Not informed at all,3,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Khulna,Less than 18,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Not very informed,4,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Rajshahi,Less than 18,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,5,Somewhat Informed,4,5,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Khulna,18-25,Private Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Somewhat Informed,4,5,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Dhaka,Less than 18,Others,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,3,Somewhat Informed,4,3,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Mymensingh,More than 55,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,3,Much Informed,1,4,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Barisal,More than 55,Student,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,5,Not very informed,3,4,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Rajshahi,Less than 18,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,2,Not informed at all,4,2,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Dhaka,More than 55,Government Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,2,Not very informed,4,1,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Khulna,36-45,Business,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,2,Not very informed,5,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Sylhet,36-45,Student,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,3,Much Informed,3,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Rangpur,More than 55,Business,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,4,Not informed at all,1,3,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Mymensingh,Less than 18,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,4,Somewhat Informed,1,2,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Barisal,46-55,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,5,Somewhat Informed,2,4,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Khulna,More than 55,Student,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,3,Not very informed,2,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Rajshahi,Less than 18,Business,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,4,Not informed at all,2,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Khulna,More than 55,Others,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,1,Much Informed,3,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Chattogram,More than 55,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,1,Somewhat Informed,5,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Mymensingh,Less than 18,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,4,Not informed at all,3,2,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Barisal,Less than 18,Student,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Not informed at all,3,2,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Rangpur,36-45,Private Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Not informed at all,4,3,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Khulna,More than 55,Business,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,3,Somewhat Informed,5,4,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Barisal,36-45,Others,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,3,Not very informed,3,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Rajshahi,18-25,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,1,Much Informed,2,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Mymensingh,46-55,Private Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Not very informed,1,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Sylhet,18-25,Others,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Somewhat Informed,2,5,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Barisal,26-35,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,5,Not very informed,3,2,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Mymensingh,Less than 18,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,3,Not very informed,4,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Rajshahi,46-55,Private Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Much Informed,3,2,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Sylhet,Less than 18,Private Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,5,Somewhat Informed,2,4,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Mymensingh,More than 55,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Not informed at all,2,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Dhaka,Less than 18,Private Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Somewhat Informed,1,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Chattogram,18-25,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,5,Somewhat Informed,1,2,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Rajshahi,More than 55,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,3,Not informed at all,5,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Rajshahi,18-25,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,2,Not very informed,4,4,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Rangpur,More than 55,Student,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,2,Not very informed,3,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Rangpur,More than 55,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Not very informed,1,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Mymensingh,36-45,Private Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,1,Not informed at all,2,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Mymensingh,26-35,Others,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Not very informed,4,3,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Khulna,46-55,Student,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Not informed at all,1,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Barisal,Less than 18,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,1,Somewhat Informed,1,5,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Rajshahi,36-45,Government Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,3,Much Informed,2,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Rangpur,36-45,Government Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Somewhat Informed,2,1,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Sylhet,46-55,Student,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,5,Much Informed,3,2,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Sylhet,46-55,Private Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,4,Not very informed,4,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Dhaka,46-55,Private Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,4,Not informed at all,3,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Sylhet,18-25,Business,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,5,Not very informed,1,4,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Sylhet,Less than 18,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,4,Much Informed,5,2,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Barisal,46-55,Private Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,5,Not informed at all,2,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Khulna,Less than 18,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,2,Not very informed,3,3,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Sylhet,18-25,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,4,Not very informed,1,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Mymensingh,46-55,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,1,Not very informed,3,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Rangpur,18-25,Government Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,2,Not very informed,1,4,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Barisal,26-35,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,1,Much Informed,4,4,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Dhaka,More than 55,Others,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,4,Not very informed,3,2,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Khulna,Less than 18,Others,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,5,Not informed at all,3,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Dhaka,36-45,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Not very informed,2,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Chattogram,18-25,Private Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,4,Somewhat Informed,1,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Mymensingh,More than 55,Business,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,2,Not informed at all,4,5,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Mymensingh,Less than 18,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,3,Not very informed,5,2,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Sylhet,26-35,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,1,Not informed at all,5,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Chattogram,More than 55,Business,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Somewhat Informed,4,5,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Chattogram,More than 55,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,5,Somewhat Informed,5,2,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Chattogram,18-25,Student,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,2,Not informed at all,1,2,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,Yes
Rangpur,46-55,Government Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Not informed at all,5,5,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Barisal,Less than 18,Private Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,3,Not informed at all,2,5,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Chattogram,36-45,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,1,Not informed at all,3,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Sylhet,More than 55,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Much Informed,4,5,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Chattogram,26-35,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,3,Not very informed,2,5,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Barisal,18-25,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,4,Somewhat Informed,5,3,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Dhaka,18-25,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,4,Not very informed,5,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Rajshahi,Less than 18,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,1,Not informed at all,3,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Khulna,26-35,Private Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,4,Somewhat Informed,1,5,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Rangpur,More than 55,Private Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,3,Not informed at all,2,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Rangpur,More than 55,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,4,Much Informed,5,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Rajshahi,More than 55,Private Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,1,Not informed at all,3,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Dhaka,36-45,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,1,Not informed at all,2,2,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Sylhet,18-25,Others,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Not informed at all,5,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Mymensingh,36-45,Student,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,5,Somewhat Informed,4,2,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Khulna,46-55,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,2,Somewhat Informed,3,1,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Rangpur,26-35,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,No,No,5,Not informed at all,2,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Dhaka,Less than 18,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,2,Not informed at all,4,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Dhaka,More than 55,Private Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,Yes,No,5,Not very informed,1,5,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Sylhet,26-35,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,2,Not informed at all,4,3,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Mymensingh,18-25,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,3,Somewhat Informed,1,3,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Sylhet,18-25,Government Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,3,Not very informed,4,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Barisal,Less than 18,Business,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,4,Somewhat Informed,4,3,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Chattogram,18-25,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,2,Not very informed,1,4,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Chattogram,26-35,Business,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,3,Not informed at all,2,3,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Rangpur,More than 55,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,2,Somewhat Informed,5,3,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Khulna,18-25,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,3,Somewhat Informed,4,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Sylhet,18-25,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,4,Much Informed,5,4,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Chattogram,More than 55,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,1,Somewhat Informed,2,1,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,No
Rajshahi,26-35,Student,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,5,Somewhat Informed,3,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Rajshahi,18-25,Government Job,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,5,Not very informed,5,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,Yes
Dhaka,46-55,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Not informed at all,5,2,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Chattogram,More than 55,Business,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,2,Somewhat Informed,2,2,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Khulna,More than 55,Others,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,2,Not very informed,4,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Chattogram,46-55,Private Job,1,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,Yes,No,1,Not informed at all,4,2,Yes,Yes,No,No,Yes,No,1,Economic Stability,Yes,No,Yes
Mymensingh,26-35,Private Job,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,3,Not very informed,4,1,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,Yes
Sylhet,18-25,Business,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,3,Much Informed,4,4,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,Yes
Rajshahi,46-55,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,Yes,No,No,5,Somewhat Informed,3,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Sylhet,Less than 18,Student,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,1,Much Informed,4,1,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Rangpur,46-55,Government Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,1,Not informed at all,5,4,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
Rangpur,46-55,Others,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,Yes,No,3,Much Informed,5,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Khulna,26-35,Student,4,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,4,Much Informed,1,3,Yes,Yes,No,No,Yes,No,5,Economic Stability,Yes,No,No
Rangpur,18-25,Private Job,5,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,No,No,No,1,Not very informed,4,1,Yes,Yes,No,No,Yes,No,2,Economic Stability,Yes,No,No
Khulna,Less than 18,Private Job,2,Yes,No,Yes,Yes,Decreased,Yes,Yes,Yes,Yes,Yes,No,5,Much Informed,4,3,Yes,Yes,No,No,Yes,No,4,Economic Stability,Yes,No,No
Chattogram,Less than 18,Others,3,Yes,No,Yes,Yes,Decreased,Yes,Yes,No,No,No,No,5,Much Informed,3,3,Yes,Yes,No,No,Yes,No,3,Economic Stability,Yes,No,No
